"Bedspace for Girls only. ORTIGAS - PASIG. 2,900 all in - monthly",2900,"BEDSPACE FOR GIRLS ONLY!!! :) 

2,900 ALL IN - monthly
Electricity and water
Can cook (but you will share for gas)
TV with cable
Wall fans
Table and chairs
CR inside the room
Own cabinet
Can do laundry

Very Safe and clean
Flood FREE
Accessible to all transportation
Surveillance cameras protected

Near Ortigas, Megamall, Robinsons Galleria, Starmall, Greenfield, Shaw Blvd., Capitol Commons.

For more info, 
Call or Text me on my number. 09179623766

Thank you! ",,1,1,Metro Manila (NCR),Pasig City,,999,,,,https://www.carousell.ph/p/bedspace-for-girls-only-ortigas-pasig-2-900-all-in-monthly-238476696/?t-id=xfQr7Vigef_1612248224740&t-referrer_browse_type=search_results&t-referrer_request_id=Id3iCeNDEjqEZWRs&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/11/bedspace_for_girls_only_2800_all_in_1562855824_871121e3_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/11/bedspace_for_girls_only_2800_all_in_1562855825_d322bdc7_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/30/bedspace_for_girls_only_ortiga_1593507179_57afc504_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/30/bedspace_for_girls_only_ortiga_1593507180_2a7f28c2_progressive.jpg",
Condo sharing bedspace in Mckinley Hill Taguig,7500,"Lady Bedspace in Viceroy Residences, Mckinley Hill Taguig City near Bonifacio Global City!

Option 1: Php 6, 900 LAST PRICE
(Association dues inclusive)
(Water and electric bill excluded, no Wifi access and free drinking water, Bill shared by Tenants)

Option 2: Php 7, 500 ALL IN

ALL IN (with PLDT Fibr wifi, telephone, Association dues, water and electric bill) with free drinking water)

Viewing schedule Anyday and anytime.

Contact me for faster transaction
- Viceroy 3rd Floor
- Free access to Fully functional gym and amenities (2nd floor only)
- Fully airconditioned (Inverter)
- Beds inclusive of mattress and bed curtains for privacy with it's own power outlet and Lighting.
- With own cabinets with lock
- Own Laundry Basket
- Intercom
- Kitchen, bathroom & cooking area
- BRAND NEW UNIT AND BRAND NEW appliances
- First Tenant (6 person sharing)
- Fully furnished with Refrigerator Inverter and Microwave Oven
- Free Water with water dispenser
- Washing of clothes not allowed (can wash small clothes only) Laundry service walking distance
- Cooking allowed
- No flood, good water supply with water heater

Payment Terms:

- 1 month security deposit 
- 1 month advance
- 5 months through bank deposit
- Minimum 6 months contract, no short term please

- 2 IDs (school/company or govt)

Thank you!

*Open for Tenant/Buyer Only, One away. No Broker/Agent. If you have direct listing we can try to close message me. Thanks a lot!

CONTACT YOUR PROPERTYFINDER TODAY!
Berlyn Asprec Sarmiento (Available 24/7)
Mobile /Viber /Whatsapp /WeChat/Telegram
Licensed Real Estate Broker #28436

Please don? hesitate to contact me if you have any questions/concern or you want to schedule site viewing. ",Mckinley hill,5,1,Metro Manila (NCR),Taguig,,26,,0,,https://www.carousell.ph/p/condo-sharing-bedspace-in-mckinley-hill-taguig-1017571153/?t-id=xfQr7Vigef_1612248224740&t-referrer_browse_type=search_results&t-referrer_request_id=Id3iCeNDEjqEZWRs&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/7/1/condo_sharing_bedspace_in_mcki_1593614836_97b02774_progressive, https://media.karousell.com/media/photos/products/2020/7/1/condo_sharing_bedspace_in_mcki_1593614836_2fa490b7_progressive, https://media.karousell.com/media/photos/products/2020/7/1/condo_sharing_bedspace_in_mcki_1593614836_710a3fe3_progressive, https://media.karousell.com/media/photos/products/2020/7/1/condo_sharing_bedspace_in_mcki_1593614836_daead8d2_progressive, https://media.karousell.com/media/photos/products/2020/7/1/condo_sharing_bedspace_in_mcki_1593614836_b0223c81_progressive, https://media.karousell.com/media/photos/products/2020/7/1/condo_sharing_bedspace_in_mcki_1593614836_a8ca1b35_progressive, https://media.karousell.com/media/photos/products/2020/7/1/condo_sharing_bedspace_in_mcki_1593614836_6f4c2964_progressive, https://media.karousell.com/media/photos/products/2020/7/1/condo_sharing_bedspace_in_mcki_1593614836_a5905439_progressive, https://media.karousell.com/media/photos/products/2020/7/1/condo_sharing_bedspace_in_mcki_1593614836_35e6c115_progressive, https://media.karousell.com/media/photos/products/2020/7/1/condo_sharing_bedspace_in_mcki_1593614836_34373408_progressive",description
Ramons bedspace rentalsbeds female only,3000,"Includes:
Water
Electricity
Wifi all floors

With alkaline hot and cold water
Pede po mag laundry

Near: Jru Kalentong Marketplace Center shaw mall Sm hypermart shaw
1 ride to boni mrt boni ave barangka drive Rtu Mandaluyong city hall

FEMALE ONLY
Availble 3rd floor room for 1 female only   kasama na ilaw and tubig and wifi  kutson po to be provided by the renter. With cr po  

Aircon bedspace po 3000 will be available on february 

FEMALE ONLY


Call or text me 09565112696 or 09283582347",159b a. Bonifacio street barangay hagdang bato itaas mandaluyong city,1,1,Metro Manila (NCR),Mandaluyong City,,0,,,,https://www.carousell.ph/p/ramons-bedspace-rentalsbeds-female-only-238777965/?t-id=xfQr7Vigef_1612248224740&t-referrer_browse_type=search_results&t-referrer_request_id=Id3iCeNDEjqEZWRs&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/12/171807_238777965_90dd9f3c.jpg, https://media.karousell.com/media/photos/products/2019/07/12/171807_238777965_a640bc9f.jpg, https://media.karousell.com/media/photos/products/2019/07/12/171807_238777965_45a64bbb.jpg, https://media.karousell.com/media/photos/products/2019/07/12/171807_238777965_570768de.jpg, https://media.karousell.com/media/photos/products/2019/07/12/171807_238777965_c53a8890.jpg, https://media.karousell.com/media/photos/products/2019/07/12/171807_238777965_fcdbbf40.jpg, https://media.karousell.com/media/photos/products/2019/07/12/171807_238777965_7425e7ab.jpg, https://media.karousell.com/media/photos/products/2019/07/12/171807_238777965_dfe657da.jpg, https://media.karousell.com/media/photos/products/2019/07/12/171807_238777965_acc926ac.jpg, https://media.karousell.com/media/photos/products/2019/07/12/171807_238777965_dede9751.jpg",
Bedspace at SMDC Light Residences Penthouse,5000,"Bedspace/Condominium Sharing
at
SMDC Light Residences EDSA corner Madison Street, Mandaluyong City

Penthouse (50th floor)
Tower 1 (Main Tower - Has the Main Lobby and connected light mall through 3rd floor)

3 options:

Living Room Bunk Beds - PHP5,000 per bedspace/person (4 Bedspace Available)

Bedroom 1 (Pink) - PHP5,500 per bedspace/person (5 Bedspace Available)

Bedroom 2 (Blue) - PHP6,000 per bedspace/person (3 Bedspace Available)

Terms:
? month deposit, 1 month advance
? months contract - renewable

Inclusions and Amenities:
?lectricity Bill worth PHP10,000
?onthly Dues/Water Bill
?ifi
?abled TV
?efrigerator
?ater Heater
?ice Cooker
?pholstered Leather Foam Mattress per bed
? burner stove
?angehood
?ookingwares
? air conditioning units
? stand fan for living room 


?ustomized full mirror in the bathroom
?ustomized full body mirror in each bedroom
? window blinds (1 in the living room, 1 in each bedroom)
?ustomized full mirror on the kitchen countertop

- Has Direct Access to Boni MRT Station
- Has Bus Stop in front of the Condominium/Mall Building
- Mall underneath - SM Light Mall

?ur unit is situated in Tower 1 : the middle of the residence (main tower/main entrance)
?as a Direct secured access to and from the mall at the 3rd floor
?as a Direct secured access to and from the main lobby via 8th floor (pool, gym, and function rooms), and direct to the ground floor (main lobby/entrance).
?wn digital cinemas, Savemore Market.

Amenities:
? swimming pools (2 lap pool; 4ft and 2 kiddie pool; 2ft)
?azebos
? Function rooms
?ym
?ogging Path
?hildren? Play Area
?iFi Zones

Facilities:
? Fast Elevators
?utomatic Fire Detection and Sprinklers
?larm System
?tandby Generator
?ater Tank
?4 hours Security
?ail room
?CTV System
?arbage Disposal on every floor
?all beneath your condominium
?ear cities are Makati City, Mandaluyong City, Pasig City, San Juan City, Taguig City, Pasay City, Quezon City, and City of Manila
?earby Shopping Malls Robinsons Pioneer, SM Megamall, Starmall Shaw, Shangri-la Plaza, The Podium, Robinsons Galleria Ortigas, Greenhills Shopping Center, Powerplant Mall, Glorietta, SM Makati, SM Mall of Asia, Gateway Mall, and Farmers Plaza
?as a wonderful view of the skyline during day and city lights at night","SMDC Light Residences EDSA corner Madison Street, Mandaluyong City",3,1,Metro Manila (NCR),Mandaluyong City,,,,,,https://www.carousell.ph/p/bedspace-at-smdc-light-residences-penthouse-261536288/?t-id=xfQr7Vigef_1612248224740&t-referrer_browse_type=search_results&t-referrer_request_id=Id3iCeNDEjqEZWRs&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/12/21/male_bedspace_at_smdc_light_residences_penthouse_1576901335_e053f944_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/10/male_bedspace_at_smdc_light_residences_penthouse_1573347554_5da77990_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/10/male_bedspace_at_smdc_light_residences_penthouse_1573347554_9cec4d57_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/10/male_bedspace_at_smdc_light_residences_penthouse_1573347554_61deeee9_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/10/male_bedspace_at_smdc_light_residences_penthouse_1573347555_0bb49c47_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/10/male_bedspace_at_smdc_light_residences_penthouse_1573347555_fe1fa927_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/10/male_bedspace_at_smdc_light_residences_penthouse_1573347555_1ab5bca5_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/10/male_bedspace_at_smdc_light_residences_penthouse_1573347555_046ebb3b_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/10/male_bedspace_at_smdc_light_residences_penthouse_1573347555_ecafd9f1_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/10/male_bedspace_at_smdc_light_residences_penthouse_1573347555_ae7e1996_progressive.jpg",description
Cubao Condo Bedspace for Rent (Male),4000,"Location:  Theresa Tower Condo P. Tuazon Blvd, Cubao, Quezon  City (walking distance from EDSA MRT/LRT Cubao, Farmers, Gateway, SM Cubao, Shopwise, AliMall, Samson College, STI College) 

Loft-Type Unit: 
MONTHLY RATE: Php 4,000 All-in 
 - 1 month advance, 2 months deposit 
 - inclusions: water, electricity, assoc dues, double deck with foam 

Free of use: 
- Built-in Cabinet 
- Dining/Living Area 
- Kitchen/Utensils 
- Bathroom with heater 
- TV 
- Fans 
- Stove 
- Microwave Oven 
- Electric Kettle 

---24/7 security--- 

REQUIREMENTS: 
- 1 Valid ID 
- NBI Clearance 
  
Look for Joe 09954630400 / contact me in Viber thanks","101 P. Tuazon, Cubao, Quezon City",2,1,Metro Manila (NCR),Quezon City,,44,,,,https://www.carousell.ph/p/cubao-condo-bedspace-for-rent-male-263212994/?t-id=xfQr7Vigef_1612248224740&t-referrer_browse_type=search_results&t-referrer_request_id=Id3iCeNDEjqEZWRs&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/11/19/cubao_condo_bedspace_for_rent_male_1574146599_f7e204bd_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/19/cubao_condo_bedspace_for_rent_male_1574146600_3c6ad776_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/19/cubao_condo_bedspace_for_rent_male_1574146600_d54f358a_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/19/cubao_condo_bedspace_for_rent_male_1574146600_abf10e6b_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/19/cubao_condo_bedspace_for_rent_male_1574146600_a9b5d990_progressive.jpg, https://media.karousell.com/media/photos/products/2020/02/24/cubao_condo_bedspace_for_rent_male_1582540905_fa2fa53e_progressive.jpg, https://media.karousell.com/media/photos/products/2020/02/24/cubao_condo_bedspace_for_rent_male_1582540905_99d6d167_progressive.jpg",
Bedspace for Rent - Ladies,2500,"Female Bedspace for Rent near San Andres Malate, Manila

-Exclusive for Ladies
-Php 2,500/month
-Electricity and water already included in the rent
-No curfew
-Convenient location for people applying to work abroad, employees, OJT students


Message us for more details.",,2,2,Metro Manila (NCR),Manila,,80,,,,https://www.carousell.ph/p/bedspace-for-rent-ladies-239185562/?t-id=d5yLuNStGI_1612249126679&t-referrer_browse_type=search_results&t-referrer_request_id=nXaEKFh5m4McLytG&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/11/23/bedspace_for_rent__ladies_1574473718_d52b1828_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/23/bedspace_for_rent__ladies_1574473718_48af0582_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/23/bedspace_for_rent__ladies_1574473718_3aec2437_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/23/bedspace_for_rent__ladies_1574473718_b68230bc_progressive.jpg, https://media.karousell.com/media/photos/products/2019/11/23/bedspace_for_rent__ladies_1574473718_33535da3_progressive.jpg",
Wanted Male and Female Bedspacer,3500,"Wanted Male and Female Bedspacer
3500 all in no hidden charges
You can cook and do the laundry
Di nababaha.",643A Maharlika St Plainview Mandaluyong City,3,3,Metro Manila (NCR),Mandaluyong City,,60,,,,https://www.carousell.ph/p/wanted-male-and-female-bedspacer-241039882/?t-id=d5yLuNStGI_1612249126679&t-referrer_browse_type=search_results&t-referrer_request_id=Be3XiV1S_Z9CQKgA&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/21/wanted_male_and_female_bedspacer_1563677093_df94b95b_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/21/wanted_male_and_female_bedspacer_1563677093_66b366fd_progressive.jpg",
Bedspace For Male Mandaluyong,3000,"Rm Solo/Shared 
Initial Paymt: 4-Gives or P500 ONLY
Monthly Rent: 2-Gives
Looking For: Male Young Professionals (Decent)
Age: 20-45
Reqs.: (ID Pix, Co. ID, Any Gov't ID, NBI Clearance) 

Various Perks and Privileges: 
1. The whole townhouse unit is usable, with ac, fully furnished 
2. No Curfew, gate/Rm keys provided 
3. 24-hours water supply & transportation
4. Housekeeper's Provided
5. Free Pick-up and Delivery of Laundry Services 
6. Group WIFI access 
7. Free Parking space 
8. Accessible to all primary needs
9. Events & Activities 
10.Various Discounts 
For more details, u may text me at 0917-5113088. U may visit d place 2 appreciate & we will discuss all the perks and privileges. - MARC",,5,3,Metro Manila (NCR),Mandaluyong City,,4,,,,https://www.carousell.ph/p/bedspace-for-male-mandaluyong-238486060/?t-id=d5yLuNStGI_1612249126679&t-referrer_browse_type=search_results&t-referrer_request_id=Be3XiV1S_Z9CQKgA&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/11/230654_238486060_b00edfa7.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230654_238486060_719e1e68.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230654_238486060_32f21557.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230654_238486060_d1d2e999.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230654_238486060_1f516216.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230654_238486060_e85abcd2.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230654_238486060_94745904.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230654_238486060_89f02bb9.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230654_238486060_fa0dfc30.jpg, https://media.karousell.com/media/photos/products/2019/07/11/230654_238486060_9c7c6ccf.jpg",
"For Lease: Dorm/Bedspace in Makati, Manila, and Taguig area",1250,"Available Inventory:
1. Solo Rooms - P1,250/room per day
2. Dorm Type Rooms - P400/bed per day

*Open for short-term lease (15 days and up)"," Makati NCR, Makati City",0,,Metro Manila (NCR),Makati City,,0,0,0,,https://www.carousell.ph/p/for-lease-dorm-bedspace-in-makati-manila-and-taguig-area-285936537/?t-id=d5yLuNStGI_1612249126679&t-referrer_browse_type=search_results&t-referrer_request_id=Be3XiV1S_Z9CQKgA&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/12/29/for_lease_dormbedspace_in_makati_manila_and_taguig_area_1609232713_22e2e9bae_progressive, https://media.karousell.com/media/photos/products/2020/12/29/for_lease_dormbedspace_in_makati_manila_and_taguig_area_1609232713_484bf4c5e_progressive, https://media.karousell.com/media/photos/products/2020/12/29/for_lease_dormbedspace_in_makati_manila_and_taguig_area_1609232713_efff5684e_progressive, https://media.karousell.com/media/photos/products/2020/12/29/for_lease_dormbedspace_in_makati_manila_and_taguig_area_1609232713_42d5fbdbe_progressive, https://media.karousell.com/media/photos/products/2020/12/29/for_lease_dormbedspace_in_makati_manila_and_taguig_area_1609232713_53599418e_progressive, https://media.karousell.com/media/photos/products/2020/12/29/for_lease_dormbedspace_in_makati_manila_and_taguig_area_1609232714_021bb822e_progressive",
"For Lease: Dorm/Bedspace in Taguig, Manila, and Makati",1250,"Available Inventory:
1. Solo Rooms - P1,250/room per day
2. Dorm Type Rooms - P400/bed per day

*Open for short-term lease (15 days and up)"," Taguig NCR, Taguig City",0,,Metro Manila (NCR),Taguig,,0,0,0,,https://www.carousell.ph/p/for-lease-dorm-bedspace-in-taguig-manila-and-makati-285938199/?t-id=d5yLuNStGI_1612249126679&t-referrer_browse_type=search_results&t-referrer_request_id=Be3XiV1S_Z9CQKgA&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/12/29/_for_lease_dormbedspace_in_taguig_manila_and_makati_1609232803_94e87197e_progressive, https://media.karousell.com/media/photos/products/2020/12/29/_for_lease_dormbedspace_in_taguig_manila_and_makati_1609232803_51fae4f3e_progressive, https://media.karousell.com/media/photos/products/2020/12/29/_for_lease_dormbedspace_in_taguig_manila_and_makati_1609232803_287a722ce_progressive, https://media.karousell.com/media/photos/products/2020/12/29/_for_lease_dormbedspace_in_taguig_manila_and_makati_1609232803_c944ee25e_progressive, https://media.karousell.com/media/photos/products/2020/12/29/_for_lease_dormbedspace_in_taguig_manila_and_makati_1609232804_a79f9cb9e_progressive, https://media.karousell.com/media/photos/products/2020/12/29/_for_lease_dormbedspace_in_taguig_manila_and_makati_1609232804_601f2acfe_progressive",
"Condosharing Bedspace BGC, Taguig City 5k ALL IN",5000,"SMDC Grace Residences near BGC and McKinley Hill, Taguig
FEMALE ONLY
FULLY FURNISHED
FREE SHUTTLE to SM Aura and vice versa
FREE INTERNET
FREE from CONDO DUES
FREE POOL and GYM access
Php 5,000.00 ALL IN
1 month advance, 1 month deposit
Minimum 6 months","Cayetano Boulevard, Brgy. Ususan, Taguig City",1,1,Metro Manila (NCR),Taguig,Ususan,22,,0,,https://www.carousell.ph/p/condosharing-bedspace-bgc-taguig-city-5k-all-in-1065330573/?t-id=d5yLuNStGI_1612249126679&t-referrer_browse_type=search_results&t-referrer_request_id=Be3XiV1S_Z9CQKgA&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/2/1/condosharing_bedspace_bgc_tagu_1612215004_6f75f4ff_progressive, https://media.karousell.com/media/photos/products/2021/1/26/grace_residence_condo_sharing__1611669917_9d3912bd_progressive, https://media.karousell.com/media/photos/products/2021/1/26/grace_residence_condo_sharing__1611669917_99ba3578_progressive, https://media.karousell.com/media/photos/products/2021/2/1/condosharing_bedspace_bgc_tagu_1612215004_c7d2f78b_progressive, https://media.karousell.com/media/photos/products/2021/2/1/condosharing_bedspace_bgc_tagu_1612215004_da885625_progressive, https://media.karousell.com/media/photos/products/2021/1/26/grace_residence_condo_sharing__1611669917_c5b40c31_progressive, https://media.karousell.com/media/photos/products/2021/2/1/condosharing_bedspace_bgc_tagu_1612215004_19a20bee_progressive, https://media.karousell.com/media/photos/products/2021/1/26/grace_residence_condo_sharing__1611669918_9cdec3b5_progressive, https://media.karousell.com/media/photos/products/2021/2/1/condosharing_bedspace_bgc_tagu_1612215005_d325e181_progressive, https://media.karousell.com/media/photos/products/2021/1/26/grace_residence_condo_sharing__1611669918_ebfd9f57_progressive",
Bedspace Condosharing Room Rent Daily Weekly Ortigas Mandaluyong Boni,700,"INQUIRE NOW 09272795575

Daily, Weekly or Monthly Stay in Ortigas Center, Mandaluyong City

Address: BSA TWIN TOWERS, ORTIGAS CENTER, MANDALUYONG CITY

LANDMARKS:

> Beside SM Megamall, back of The Podium Mall.

> Walking distance to Robinsons Galleria, Shangri-La, Ayala Malls 30th, Capitol Commons, Greenfield District, Star Mall EDSA

> Walking distance to MRT Ortigas and MRT Shaw stations 

INQUIRE NOW 09272795575

""SHORT TERM"" RATES AND TERMS:

Daily Rate = P700 *minimum of two nights stay*

One week stay = Only P3,500 *P1,400 discount* (Original price: P4,900)

One month stay = Only P10,000 *P5,000 discount* (Original price: P15,000)

Minimum of three to six months stay = P6,000 PER MONTH ONLY

** Reservation Fee: P500 (consumable, non-refundable)

** Security Deposit: P1,000 (refundable upon check out)

INQUIRE NOW 09272795575

OTHER DETAILS:

> FREE WI-FI, FREE DRINKING WATER, FREE HOUSEKEEPING

> Bedspace/Dorm/Condo sharing setup with double decks in our one bedroom and two bedroom fully furnished condo units. 

> Rate includes rent fee, electricity, water, association dues

> Cooking and ironing of clothes are allowed in the unit. 

> Appliances: refrigerator, flat iron, aircon, microwave oven, electric kettle, electric fans, induction cooker, rice cooker

> Free use of amenities: hotel fitness gym, two swimming pools (lagoon outdoor pool & wave indoor pool), garden area. Note: Amenities not open yet during ECQ.

REQUIREMENTS: Two valid IDs, Company ID and security deposit

INQUIRE NOW 09272795575","BSA TWIN TOWERS, ORTIGAS CENTER, MANDALUYONG CITY",1,1,Metro Manila (NCR),Mandaluyong City,,80,,,,https://www.carousell.ph/p/bedspace-condosharing-room-rent-daily-weekly-ortigas-mandaluyong-boni-1002470541/?t-id=d5yLuNStGI_1612249126679&t-referrer_browse_type=search_results&t-referrer_request_id=Be3XiV1S_Z9CQKgA&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2020/4/24/daily_weekly_monthly_rent_stay_1587734798_66d3d40e_progressive,
Male Bedspace Condo Sharing Room Rent Condo Share Ortigas Mandaluyong,5500,"We're located at Ortigas Center, Mandaluyong City. Just a few minutes walk going to Robinson's Galleria, Shangri-La Mall, The Podium, SM Megamall, Ayala 30th Mall, Capitol Commons, Greenfield. We're also a few minutes walk to office buildings within the business area.

Our condo unit is fully-furnished. Rate is P5,500 per month. Exclusive for male occupants. Very secured, safe, clean and organized. To schedule a viewing, text us at 09954730348.",,1,1,Metro Manila (NCR),Mandaluyong City,,50,,1,,https://www.carousell.ph/p/male-bedspace-condo-sharing-room-rent-condo-share-ortigas-mandaluyong-239105075/?t-id=d5yLuNStGI_1612249126679&t-referrer_browse_type=search_results&t-referrer_request_id=Be3XiV1S_Z9CQKgA&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/09/04/male_bedspace_condo_sharing_room_rent_condo_share_ortigas_mandaluyong_1567533726_2ef545cf0_progressive, https://media.karousell.com/media/photos/products/2019/09/04/male_bedspace_condo_sharing_room_rent_condo_share_ortigas_mandaluyong_1567533726_309b73ef1_progressive, https://media.karousell.com/media/photos/products/2019/09/04/male_bedspace_condo_sharing_room_rent_condo_share_ortigas_mandaluyong_1567533726_9496b54b2_progressive",
EASTWOOD LIBIS FEMALE CONDO SHARING BEDSPACE,3800,"Female condo sharing, just beside eastwood libis. The building is ASPIRE TOWER, behind S&R calle industria corner e. rodriguez jr(C5) 
Price is inclusion of electric and water. You may also use the amenities however with the guidelines given by the admin.",E. rodriguez Jr. corner Calle industria bagumbayan Libis Quezon City,1,1,Metro Manila (NCR),Quezon City,Libis,38,,,,https://www.carousell.ph/p/eastwood-libis-female-condo-sharing-bedspace-1064006737/?t-id=d5yLuNStGI_1612249126679&t-referrer_browse_type=search_results&t-referrer_request_id=F39B2Gjxx52mYH6P&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109391_19525f5c_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109391_5aad2c35_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109391_b1e5aabc_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109391_6cdc57ea_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109391_c396adb2_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109391_2f928222_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109392_5abc8736_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109392_da27f308_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109392_c096d72a_progressive.jpg",
