Unit Title/Description,Price,Description,Street Address,Bedroom,Bathroom,Region,City,Barangay,Floor Area,Lot Area,Parking Space,Pet Friendly,Link,Images,
Female Bedspacer for rent in Makati City,2500,"Bedspace for rent exclusive for female P2500 per head
---one month advance and 1 month deposit and required to submit 2 valid IDs (1 govt. ID & 1 company ID)
Address: 1124 Tanay St, Brgy. Valenzuela , Makati City.
(Near Makati City Hall along JP Rizal or Jollibee reposo)

---we accept male/female professionals
---rate is inclusive of light and water
---shared CR, laundry area, kitchen and dining area
---no curfew
---no pets allowed

The place is accessible to Ayala Ave., Makati Ave., Rockwell, RCBC Plaza, and also convenient for food establishments, banks, grocery stores, and drugstores.

Viewing is 8:00am-8:00pm

contact number: 09553451828, 09351724826","1124 Tanay St. Brgy. Valenzuela, Makati City",,,Metro Manila (NCR),Makati City,,,,,,https://www.carousell.ph/p/female-bedspacer-for-rent-in-makati-city-273494187/?t-id=tTCn21CWmZ_1612500737156&t-referrer_browse_type=search_results&t-referrer_request_id=FewQ1r1akgBs-TWZ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/02/28/room_for_rent_in_makati_city_1582854711_434d5f35_progressive.jpg, https://media.karousell.com/media/photos/products/2020/02/28/room_for_rent_in_makati_city_1582854712_440e837e_progressive.jpg, https://media.karousell.com/media/photos/products/2020/02/28/room_for_rent_in_makati_city_1582854712_41aedbe2_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/20/male_bedspacer_for_rent_in_mak_1592658584_4861f6ac_progressive.jpg",
Lady Bedspace Condo Sharing for Rent at Pioneer Woodlands Mandaluyong,6000,"6,000Php* - 1 out of 2 slots (available on June 7, 2020)
* All-in monthly rent per person (lady bed spacers only)

Inclusive of: 
Utilities & Monthly dues 
Beds & Mattresses 
Cabinets 
Air-Con 
5Mbps Fibre Internet
Weekly housekeeping of common areas and bathroom

Common Areas include: 
Sofa & TV 
Dining Table 
Induction Stove, Microwave, Rice Cooker & Ref

Unit Specs: 40sqm, 2-Bedroom Unit w/ 1 Toilet & Bathroom

Walking distance to the following landmarks: 
Robinson’s Pioneer Cybergate Towers 1, 2 & 3

Near: SM Light; Robinson’s Forum; Estancia, Capitol Commons.
It’s integrated with MRT3: Ortigas, Shaw, Buendia, Ayala, Makati, Magallanes, Cubao
You may contact me at: 
Email/FB/iMessage: ","Pioneer Woodlands Condominium, E.D.S.A. cor. Pioneer St., Mandaluyong City, Metro Manila",2,1,Metro Manila (NCR),Mandaluyong City,,40,,,,https://www.carousell.ph/p/lady-bedspace-condo-sharing-for-rent-at-pioneer-woodlands-mandaluyong-242264145/?t-id=dt52Blnj0F_1612501064111&t-referrer_browse_type=search_results&t-referrer_request_id=WQK0eGtbbaLpenNf&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/27/lady_bedspace_condo_sharing_for_rent_at_pioneer_woodlands_mandaluyong_1564222221_8847ed070_progressive, https://media.karousell.com/media/photos/products/2019/07/27/lady_bedspace_condo_sharing_for_rent_at_pioneer_woodlands_mandaluyong_1564222221_7010d60f1_progressive, https://media.karousell.com/media/photos/products/2019/07/27/lady_bedspace_condo_sharing_for_rent_at_pioneer_woodlands_mandaluyong_1564222221_36644de42_progressive, https://media.karousell.com/media/photos/products/2019/07/27/lady_bedspace_condo_sharing_for_rent_at_pioneer_woodlands_mandaluyong_1564222221_b0f46b5e3_progressive, https://media.karousell.com/media/photos/products/2020/6/9/lady_bedspace_condo_sharing_fo_1591746911_fb48d0fa_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/9/lady_bedspace_condo_sharing_fo_1591746911_a696a733_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/9/lady_bedspace_condo_sharing_fo_1591746911_391a8749_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/9/lady_bedspace_condo_sharing_fo_1591746911_6aff87dc_progressive.jpg",description
Condo Share Dorm Room for Rent Apartment Bedspace Ortigas Mandaluyong,5500,"Contact number: 09957935514

Our bed space or condo sharing is a two bedroom condo unit with bunk beds. Ideal for working professionals in Ortigas for boys and girls and nearby areas like Boni, Pioneer, Shaw and Pasig. It is very close to Boni and Shaw MRT stations; going to Makati, BGC, Mckinley or Quezon City is very convenient and accessible. No solo room available.","Ortigas Center, Mandaluyong",2,2,Metro Manila (NCR),Mandaluyong City,,90,,,,https://www.carousell.ph/p/condo-share-dorm-room-for-rent-apartment-bedspace-ortigas-mandaluyong-239037473/?t-id=dt52Blnj0F_1612501064111&t-referrer_browse_type=search_results&t-referrer_request_id=WQK0eGtbbaLpenNf&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/12/185031_239037473_39c67cf5.jpg, https://media.karousell.com/media/photos/products/2019/07/12/185031_239037473_5f48c827.jpg, https://media.karousell.com/media/photos/products/2019/07/12/185031_239037473_cc54a408.jpg, https://media.karousell.com/media/photos/products/2019/07/12/185031_239037473_94bc9f59.jpg",
Bedspace Room for rent in Las pinas....,1200,"Location: Rainbow Marcos Alvarez
7 rms avail.here...
2 - common toilets
4 - common bathrooms
We have submeters.
With  water tank & maynilad
With electric generator

Free Wifi ..   FEMALES ONLY
Electric Fan, Bed , screens,tv
1mo adv; 1mo deposit; 1mo refundable
min 3mos lock period else u forfeit ur deposit

Near Robinson, SM Southmall , Ayala  Town , Puregold,Northgate,  Savemore, las pinas medical . Shopwise, savemore, SM Pamplona

Contact Nilda Villar

0917-  703- 4338  Globe
8802- 1319. Landline",,5,4,Metro Manila (NCR),Las Pinas,,100,,,,https://www.carousell.ph/p/bedspace-room-for-rent-in-las-pinas-239341352/?t-id=1TBFhvXhQ7_1612501232455&t-referrer_browse_type=search_results&t-referrer_request_id=JGv6c64EMDfLXNk6&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/10/27/bedspace_room_for_rent_in_las_pinas_1572122966_6b61343a_progressive.jpg, https://media.karousell.com/media/photos/products/2019/10/27/bedspace_room_for_rent_in_las_pinas_1572122966_1bd05367_progressive.jpg, https://media.karousell.com/media/photos/products/2019/10/27/bedspace_room_for_rent_in_las_pinas_1572122966_63756985_progressive.jpg, https://media.karousell.com/media/photos/products/2019/10/27/bedspace_room_for_rent_in_las_pinas_1572122966_18289d4c_progressive.jpg, https://media.karousell.com/media/photos/products/2019/10/27/bedspace_room_for_rent_in_las_pinas_1572122966_968af30f_progressive.jpg",
Lady Bedspacers for a Fully-Furnished Boarding House,2500,PLease call 8366-8715 for vacancies and look for MARLENE.,,3,2,Metro Manila (NCR),Caloocan City,,5000,,,,https://www.carousell.ph/p/lady-bedspacers-for-a-fully-furnished-boarding-house-238525521/?t-id=1TBFhvXhQ7_1612501232455&t-referrer_browse_type=search_results&t-referrer_request_id=8Xyr9HpOr1C6782j&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/11/235056_238525521_94f10f4a.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235056_238525521_78094a42.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235056_238525521_e701ac42.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235056_238525521_9b2e7b63.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235056_238525521_7d90308d.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235056_238525521_7639bec4.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235056_238525521_845d5e07.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235056_238525521_f2d77cc5.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235056_238525521_e01510b5.jpg, https://media.karousell.com/media/photos/products/2019/07/11/235056_238525521_3f62ba86.jpg",
Alabang Female Studio / Bedspace Rental - FEU / FDA / Filinvest,3500,"?Peaceful surroundings. Quiet place. Safe environment. Comfortable living space.?

Ladies, this is what we can offer you here!

For only PHP 3,500 per head monthly, you can already experience all of the above, plus:

??? Spacious dormitory rooms (24 sq. Meters, maximum of 4 persons per room only)

??? 5 minutes walking distance to FEU Alabang

??? 10-15 minutes walking distance to Festival Mall and FDA

??? 20 minutes' walking distance to Insular Life and Asian Star

??? 30 minutes'walking distance to Northgate Alabang and Alabang Town Center

??? Inside a gated subdivision with 24-hour security

??? Flood-free area

??? No water shortages

??? Far from fault line areas



?? Our rooms are also already semi furnished with the following:

??? 2 sets of double deck beds with Uratex mattresses and shelves per bed
?? Cabinet per person
???? Industrial stand fan
??? Aircon
?? Tables and chairs
???? Refrigerator
??? Own big CR per room
??? Mini kitchen area with cupboards and sink

Exclusions: 
? Electricity - own meter per room. Bill will be divided between tenants.
? Water - 100 per person per month

House Rules:
?? No curfew
???? Cooking is allowed using electric appliances
?? ?washing of clothes is allowed in the laundry area
??? Face masks should be worn outside your rooms
??? No pets
?? No visitors allowed
???? No children allowed
??? No parking space
??? Each tenant is not encouraged to bring too much luggage and furniture.
?? No smoking in the rooms and premises?

Requirements:
??? Company ID
??? Negative COVID test result
??? 2 months deposit and 1 month advance

Please read the above. Should there be additional inquiries that are not mentioned above, please reach out to us thru DM.",Pleasant Village,0,1,Metro Manila (NCR),Muntinlupa City,,24,,0,,https://www.carousell.ph/p/alabang-female-studio-bedspace-rental-feu-fda-filinvest-1020294060/?t-id=1TBFhvXhQ7_1612501232455&t-referrer_browse_type=search_results&t-referrer_request_id=8Xyr9HpOr1C6782j&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/7/12/alabang_female_studio__bedspac_1594597517_b7102332_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/12/alabang_female_studio__bedspac_1594597517_d94a2e95_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/12/alabang_female_studio__bedspac_1594597517_17ca0de3_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/12/alabang_female_studio__bedspac_1594597517_bef7a662_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/12/alabang_female_studio__bedspac_1594597518_ec937d96_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/12/alabang_female_studio__bedspac_1594597518_70043272_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/12/alabang_female_studio__bedspac_1594597518_06d8ad21_progressive.jpg",description
For Rent: Female bedspacer in San Juan,2600,"For Rent: Female Bedspacer

* Near San Juan City Hall (old), Puregold Agora, CCP, UERM, Rob Magnolia.

* Rent is inclusive of water, electricity and wifi

Please text Ian at 0933-8572432 or Rose at 0017-8171241. Thanks.
* With cabinet, double deck, uratex foam, electric fan

Requirements:
- 1mo deposit and 1mo advance rent (consumable)
- 500 for keys deposit (refundable)
- Resume and copy of government ID

For questions please call or text me and look for Rose",,3,3,Metro Manila (NCR),San Juan City,,200,,,,https://www.carousell.ph/p/for-rent-female-bedspacer-in-san-juan-271274092/?t-id=1TBFhvXhQ7_1612501232455&t-referrer_browse_type=search_results&t-referrer_request_id=8Xyr9HpOr1C6782j&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/01/05/for_rent_female_bedspacer_in_san_juan_1578234409_1bae4d6e_progressive.jpg, https://media.karousell.com/media/photos/products/2020/01/05/for_rent_female_bedspacer_in_san_juan_1578234410_204a331c_progressive.jpg, https://media.karousell.com/media/photos/products/2020/01/05/for_rent_female_bedspacer_in_san_juan_1578234410_a2857b16_progressive.jpg, https://media.karousell.com/media/photos/products/2020/01/05/for_rent_female_bedspacer_in_san_juan_1578234410_b4c0ff60_progressive.jpg, https://media.karousell.com/media/photos/products/2020/01/05/for_rent_female_bedspacer_in_san_juan_1578234410_1f50b6a1_progressive.jpg, https://media.karousell.com/media/photos/products/2020/01/05/for_rent_female_bedspacer_in_san_juan_1578234410_601455aa_progressive.jpg, https://media.karousell.com/media/photos/products/2020/01/05/for_rent_female_bedspacer_in_san_juan_1578234410_319fea84_progressive.jpg",
Bedspace employees & students (near SM San Lazaro),2700,"- 2 blocks away from SM San Lazaro
- 1 block away from Dangwa Flower Market
-rental price inclusive of water consumption and minor electricity consumption
- 4 slots for male occupants available
- for inquiries, please text or call 09158102731","1564 C. Maria Clara Street, Sta. Cruz Manila, Brgy. 343 Zone 34",1,1,Metro Manila (NCR),Manila,,10,,,,https://www.carousell.ph/p/bedspace-employees-students-near-sm-san-lazaro-240897391/?t-id=1TBFhvXhQ7_1612501232455&t-referrer_browse_type=search_results&t-referrer_request_id=8Xyr9HpOr1C6782j&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/20/bedspace_employees__students_near_sm_san_lazaro_1563611856_d1bc87bf_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/20/bedspace_employees__students_near_sm_san_lazaro_1563611856_202c0695_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/20/bedspace_employees__students_near_sm_san_lazaro_1563611856_58b7032e_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/20/bedspace_employees__students_near_sm_san_lazaro_1563611856_1a8966a1_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/20/bedspace_employees__students_near_sm_san_lazaro_1563611856_b889944e_progressive.jpg, https://media.karousell.com/media/photos/products/2019/07/20/bedspace_employees__students_near_sm_san_lazaro_1563611856_cc3d0113_progressive.jpg",
bedspace for rent,3500,"CONDO BEDSPACE FOR RENT

ADDRESS: 
Fiori Bldg. 4th flr Unit 405 Capri Oasis Midrise Condo, Dr. Sixto Antonio Ave. Maybunga, Pasig City (near Sandoval Bridge)

3 slots available (female or male, whichever gender rents first)
Preferably professionals working in Ortigas and Eastwood area
Preferably those who can do their work at home just in case NCR goes back to a tighter quarantine status
3.5k  per month
WIFI 5mbps (will upgrade to 25mbps very soon)
1 FX ride to Megamall and Robinsons.
Near C5, Ortigas, Eastwood, Tiendesitas, The Grove, Megamall, & Galleria.

TERMS: 
1 month advance 2 months deposit
6 months contract.

Due to Covid19 situation, the condo admin requires the following:

1. Swab test
2. Secure gate pass
3. Move in within 24 hours after swab test results (negative)",Dr. Sixto Antonio Avenue,2,1,Metro Manila (NCR),Pasig City,,40,,,,https://www.carousell.ph/p/bedspace-for-rent-239306966/?t-id=1TBFhvXhQ7_1612501232455&t-referrer_browse_type=search_results&t-referrer_request_id=8Xyr9HpOr1C6782j&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/13/000705_239306966_0e3f1db9.jpg, https://media.karousell.com/media/photos/products/2019/07/13/000705_239306966_8cd9ee22.jpg, https://media.karousell.com/media/photos/products/2019/07/13/000705_239306966_1525bb73.jpg, https://media.karousell.com/media/photos/products/2019/07/13/000705_239306966_c985814c.jpg, https://media.karousell.com/media/photos/products/2019/07/13/000705_239306966_cb0e274b.jpg, https://media.karousell.com/media/photos/products/2019/07/13/000705_239306966_da7a9354.jpg, https://media.karousell.com/media/photos/products/2019/07/13/000705_239306966_ff95ccc5.jpg",
"Bedspacer at Bonifacio Heights Condominium near Mckinley West, NGC",3000,"Condo Staycation AIRBNB Transient & CONDO SHARING / BEDSPACE near to Cyber Sigma Mckinley West BGC

BOOK NOW!!! 

CONDO STAYCATION / DAILY TRANSIENT (All IN)
*Room Sharing (4 in a Room) - 600/day
*Small room - 1500/day
*Big room - 2000/day
***With Wifi, Bedsheet, Pillow, Blanket, Bath Soap, Shampoo, Towel, etc.

@ Bonifacio Heights Condominium Lawton avenue, Fort Bonifacio Taguig
[Walking distance to Mckinley West near Venice Mall, SM Aura, Market Market, BGC, Gate 3, Magallanes, Makati, NAIA]

Condo Amenities: Olympic Adult & Kid Swimming Pool, Basketball Court, Children's Playground, Jogging Path, Clubhouse, 24 Hour Security

ALSO AVAILABLE: 
CONDO SHARING {As of August 24, 2019} 
Bedspace (as low as 3000 to 6,000 monthly )
and Room (as low as 12,000 to 14,000 monthly)
*Utilities Expenses shared by tenants

Call/Text 0936-666-2330
Call/Text 0936-666-2330
Call/Text 0936-666-2330",,2,,Metro Manila (NCR),Taguig,,60,,,Yes,https://www.carousell.ph/p/bedspacer-at-bonifacio-heights-condominium-near-mckinley-west-ngc-247950733/?t-id=1TBFhvXhQ7_1612501232455&t-referrer_browse_type=search_results&t-referrer_request_id=8Xyr9HpOr1C6782j&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/08/26/bedspacer_at_bonifacio_heights_condominium_near_mckinley_west_ngc_1566834277_23174ede_progressive.jpg, https://media.karousell.com/media/photos/products/2019/08/26/bedspacer_at_bonifacio_heights_condominium_near_mckinley_west_ngc_1566834277_ef1dc47e_progressive.jpg, https://media.karousell.com/media/photos/products/2019/08/26/bedspacer_at_bonifacio_heights_condominium_near_mckinley_west_ngc_1566834277_b0d09b42_progressive.jpg, https://media.karousell.com/media/photos/products/2019/08/26/bedspacer_at_bonifacio_heights_condominium_near_mckinley_west_ngc_1566834277_488c372f_progressive.jpg, https://media.karousell.com/media/photos/products/2019/08/26/bedspacer_at_bonifacio_heights_condominium_near_mckinley_west_ngc_1566834277_50ecb10d_progressive.jpg, https://media.karousell.com/media/photos/products/2019/08/26/bedspacer_at_bonifacio_heights_condominium_near_mckinley_west_ngc_1566834277_176d7b5c_progressive.jpg, https://media.karousell.com/media/photos/products/2019/08/26/bedspacer_at_bonifacio_heights_condominium_near_mckinley_west_ngc_1566834277_16b84508_progressive.jpg, https://media.karousell.com/media/photos/products/2019/08/26/bedspacer_at_bonifacio_heights_condominium_near_mckinley_west_ngc_1566834278_0b991179_progressive.jpg, https://media.karousell.com/media/photos/products/2019/08/26/bedspacer_at_bonifacio_heights_condominium_near_mckinley_west_ngc_1566834278_fbf8fa7a_progressive.jpg",
Bedspace Studio Apartment for Rent Near Wilson Shaw Dominican San Juan,3200,"Available Now:
- Studio Apartment for 2-4 persons w/ own CR (9.5k/mo)
- (1) Bedspace for Females (2) Bedspace for Males w/ CR, Max 3-4 persons only (3.2k/mo per person)

Walking distance to Dominican College, Aquinas Church, Kalentong, JRU
Nearby: Shaw Blvd, N.Domingo, Agora Market Wilson St.

- Own CR & Bath per room
- Good Ventilation
- Electric Fan, Beds w/ Mattress and own cabinets 
- Common Area w/ ref, sink & Microwave, Flat Iron
- Biometrics door access & CCTV

- children not allowed
- No Pets Allowed
- No cooking 
- No Parking
Terms: 1 mo. advance, 1 mo. deposit
Screening of Tenants /Requirements: Biodata, Photocopy of Valid ID & NBI or Police Clearance
txt/call: 0927 586 5235",,1,1,Metro Manila (NCR),San Juan City,,19,,,,https://www.carousell.ph/p/bedspace-studio-apartment-for-rent-near-wilson-shaw-dominican-san-juan-238758481/?t-id=1TBFhvXhQ7_1612501232455&t-referrer_browse_type=search_results&t-referrer_request_id=8Xyr9HpOr1C6782j&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/12/170657_238758481_4bbf8354.jpg, https://media.karousell.com/media/photos/products/2019/07/12/170657_238758481_9b3be3f2.jpg, https://media.karousell.com/media/photos/products/2019/07/12/170657_238758481_292c71cf.jpg, https://media.karousell.com/media/photos/products/2019/07/12/170657_238758481_766860b9.jpg, https://media.karousell.com/media/photos/products/2019/07/12/170657_238758481_64c5eee0.jpg, https://media.karousell.com/media/photos/products/2019/07/12/170657_238758481_b33c8201.jpg, https://media.karousell.com/media/photos/products/2019/07/12/170657_238758481_f1e2569c.jpg",
Bedspace,2300,"Bedspace at F. Fernando St. Pasay City. One month advance one month deposit. Near MOA, and Makati Central Business District, near LRT and Laguna Batangas bus terminal. Look for Ms. Tina Hernandez at 09176587736",,1,2,Metro Manila (NCR),Pasay City,,52,,0,,https://www.carousell.ph/p/bedspace-254608419/?t-id=x3q0vks5QK_1612501396907&t-referrer_browse_type=search_results&t-referrer_request_id=qSjZcXBJTWsiSYXe&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2019/10/02/bedspace_1570004765_6d204f42_progressive.jpg,
Bedspace Condo Sharing Condo Share Ortigas Mandaluyong Pioneer Boni,5500,"Text us at 0927 279 6544

- Condo is located at BSA Twin Towers, Ortigas Center, Mandaluyong City
- For male and female occupants
- Available for viewing on weekdays and weekends
- Very neat, cozy, well set-up, air-conditioned, fully-furnished condo unit
- P5,000.00/month per tenant
- Free use of Wi-Fi, fitness gym and swimming pool",,1,1,Metro Manila (NCR),Mandaluyong City,,45,,,,https://www.carousell.ph/p/bedspace-condo-sharing-condo-share-ortigas-mandaluyong-pioneer-boni-238891331/?t-id=x3q0vks5QK_1612501396907&t-referrer_browse_type=search_results&t-referrer_request_id=qSjZcXBJTWsiSYXe&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/17/bedspace_condo_sharing_condo_share_ortigas_mandaluyong_pioneer_boni_1563308605_2cd83fa20_progressive, https://media.karousell.com/media/photos/products/2019/07/17/bedspace_condo_sharing_condo_share_ortigas_mandaluyong_pioneer_boni_1563308605_1f3590cd1_progressive, https://media.karousell.com/media/photos/products/2019/07/17/bedspace_condo_sharing_condo_share_ortigas_mandaluyong_pioneer_boni_1563308605_eff9f81c2_progressive, https://media.karousell.com/media/photos/products/2019/07/17/bedspace_condo_sharing_condo_share_ortigas_mandaluyong_pioneer_boni_1563308605_27bd48e33_progressive",
EASTWOOD LIBIS FEMALE CONDO SHARING BEDSPACE,3800,"Female condo sharing, just beside eastwood libis. The building is ASPIRE TOWER, behind S&R calle industria corner e. rodriguez jr(C5) 
Price is inclusion of electric and water. You may also use the amenities however with the guidelines given by the admin. our upper deck is 3500 only",E. rodriguez Jr. corner Calle industria bagumbayan Libis Quezon City,1,1,Metro Manila (NCR),Quezon City,Libis,38,,,,https://www.carousell.ph/p/eastwood-libis-female-condo-sharing-bedspace-1064006737/?t-id=x3q0vks5QK_1612501396907&t-referrer_browse_type=search_results&t-referrer_request_id=GHOBpYIEYpJIXI2G&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109391_19525f5c_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109391_5aad2c35_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109391_b1e5aabc_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109391_6cdc57ea_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109391_c396adb2_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109391_2f928222_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109392_5abc8736_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109392_da27f308_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/20/eastwood_libis_female_condo_sh_1611109392_c096d72a_progressive.jpg",
BEDSPACE,3500,"MALE BEDSPACE@ 3500 RATE
AC ROOM /6 PAX

LOCATION: Praise condominium santillan street pio del pilar, infront of walter mart ,beside eurotel makati city

INCLUSIONS

??WATER
??REF
??KETTLE
??FOAM&BED
??SHARING BUILT IN CABINET
??HEATER
??ELECTRICFAN
??FREE TO WASH
??24 HRS SECURITY
??NO CURFEW

??EXCLUSIVE OF ELECTRICITY

2 VALID ID'S 
JUST CALL OR TXT 09383598925",santillan st,1,1,Metro Manila (NCR),Makati City,Pio Del Pilar,605,,0,Yes,https://www.carousell.ph/p/bedspace-1062729366/?t-id=qr9c5OJEGu_1612502151110&t-referrer_browse_type=search_results&t-referrer_request_id=cddcJQYMnA-ebINb&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635191_e915f76d_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635191_2fa2ac99_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635191_e3c73e8f_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635191_3e7dfad7_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635192_d6ff9ae5_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635192_b74d120c_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635192_bb356ef3_progressive.jpg",description
Lady bedspacer,3000,"All in ,electric and water bills 

2 person per room


10mins Walking distance from libertad station
20 mins to Mall of asia

1 month deposit 1 month advance 

For inquiries look for 
yul santos
Pls text first before calling
0 9 0 6 5 0 7 2 4 1 7",Cecilia st pasay city,,,Metro Manila (NCR),Pasay City,Barangay 64,12,,,,https://www.carousell.ph/p/lady-bedspacer-1063587823/?t-id=qr9c5OJEGu_1612502151110&t-referrer_browse_type=search_results&t-referrer_request_id=cddcJQYMnA-ebINb&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/1/18/lady_bedspacer_1610942207_e76a3b1d_progressive.jpg,
BEDSPACE IN BGC,4500,"Bedspace for Ladies only ??????

Each room has a capacity of 3-4 people with own cr.
Monthly rate 4,900 per head,inclusive of wifi and water (excluding electricity). The house is inside an Exclusive gated village along Kalayaan Ave.Ext. infront of Philplans Corp.BGC,
with cctv’s and guard assigned.
The Village is few blocks from Uptown Mall (5-10 mins walk)

Terms of Payment
- 1month deposit
- 1 month advance
- 6 months contract

Others
???????wifi
???????cook
???????laundry
???????with aircon
???????free use of gym equipents",Villa Kalayaan Village,,,Metro Manila (NCR),Taguig,,,,,,https://www.carousell.ph/p/bedspace-in-bgc-1020738189/?t-id=qr9c5OJEGu_1612502151110&t-referrer_browse_type=search_results&t-referrer_request_id=XneL8anutCwnwEPS&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/7/14/bedspace_in_bgc_1594737067_fd934c42_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/14/bedspace_in_bgc_1594737067_49d1c7b4_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/14/bedspace_in_bgc_1594737067_db890bc8_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/14/bedspace_in_bgc_1594737067_48767388_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/14/bedspace_in_bgc_1594737067_26886f9b_progressive.jpg",description
