Unit Name,Price,Description,Street Address,Bedroom/s,Bathroom/s,Region,City,Barangay,Floor Area,Lot Area,Parking Space,Pet Friendly,Link,Images,Special Character?
BSA Twin Towers Bedspace Condo Sharing Room Rent Ortigas Mandaluyong,5500,"Kindly contact us at 0956-510-8072 to schedule your preferred date and time of viewing.

Premier bedspace or condosharing for MALE or FEMALE tenants in BSA Twin, Ortigas Center, Mandaluyong.

CONTACT NUMBER: 0956-510-8072

Fully-furnished condo unit and free access to amenities: gym and swimming pools

First come, first served basis on our limited slots.

CONTACT NUMBER: 0956-510-8072",BSA Twin Towers,1,1,Metro Manila (NCR),Mandaluyong City,,45,,0,,https://www.carousell.ph/p/bsa-twin-towers-bedspace-condo-sharing-room-rent-ortigas-mandaluyong-239038022/?t-id=YgIf8gZPUA_1612249447310&t-referrer_browse_type=search_results&t-referrer_request_id=UyzXEb1c1oE15Vqj&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/17/bsa_twin_towers_bedspace_condo_sharing_room_rent_ortigas_mandaluyong_1563311547_59099ec50_progressive, https://media.karousell.com/media/photos/products/2019/07/17/bsa_twin_towers_bedspace_condo_sharing_room_rent_ortigas_mandaluyong_1563311547_8a7ab1d61_progressive, https://media.karousell.com/media/photos/products/2019/07/17/bsa_twin_towers_bedspace_condo_sharing_room_rent_ortigas_mandaluyong_1563311547_a9e023802_progressive, https://media.karousell.com/media/photos/products/2019/07/17/bsa_twin_towers_bedspace_condo_sharing_room_rent_ortigas_mandaluyong_1563311548_a5aa92963_progressive",
"For Lease: Dorm/Bedspace in Manila, Makati, and Taguig area",1250,"Available Inventory:
1. Solo Rooms - P1,250/room per day
2. Dorm Type Rooms - P400/bed per day

*Open for short-term lease (15 days and up)"," NCR PH, Manila",1,1,Metro Manila (NCR),Manila,,0,0,0,,https://www.carousell.ph/p/for-lease-dorm-bedspace-in-manila-makati-and-taguig-area-285936110/?t-id=YgIf8gZPUA_1612249447310&t-referrer_browse_type=search_results&t-referrer_request_id=UyzXEb1c1oE15Vqj&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/12/23/for_lease_dormbedspace_in_manila_makati_and_taguig_area_1608688894_9a2a0331e_progressive, https://media.karousell.com/media/photos/products/2020/12/23/for_lease_dormbedspace_in_manila_makati_and_taguig_area_1608688894_c3ae3061e_progressive, https://media.karousell.com/media/photos/products/2020/12/23/for_lease_dormbedspace_in_manila_makati_and_taguig_area_1608688895_5e546662e_progressive, https://media.karousell.com/media/photos/products/2020/12/23/for_lease_dormbedspace_in_manila_makati_and_taguig_area_1608688895_60448181e_progressive, https://media.karousell.com/media/photos/products/2020/12/23/for_lease_dormbedspace_in_manila_makati_and_taguig_area_1608688895_c8c7e561e_progressive, https://media.karousell.com/media/photos/products/2020/12/23/for_lease_dormbedspace_in_manila_makati_and_taguig_area_1608688895_4c624985e_progressive",
Female bedspace / bedspace for rent in makati near ayala,3000,"FEMALE BEDSPACE for Rent.

Location: Makati
??Near RCBC, Fire station and Makati Medical
??Near Circuit Mall
??Near Shopwise Makati
??Near Jp Rizal and Kalayaan
??One ride going Makati Ave. And Ayala. 

Non AC Room only.
Inclusions:
??Electricity (Consumable) 
??Water (Consumable) 
??Secured CCTV on hallways. 
??Mattress
??Locker
??Common kitchenette with table, chairs and utensils
??Common CR with shower
??Clothes rack and hangers
??Electric fan in kitchen
??Provision for aircon
??Mirror
??Rooftop - sampayan

??Rules and Regulation implemented for safety. 
??No curfew
??Cooking and washing of clothes are allowed 
??1month advance 1month deposit. 
??Valid Id required. 

1 slot available 

Other info - Contact: 09496179066 / 09217898483
Or visit us: 3938 Yague St. Makati city",Yague,2,1,Metro Manila (NCR),Makati City,Santa Cruz,50,,0,,https://www.carousell.ph/p/female-bedspace-bedspace-for-rent-in-makati-near-ayala-1056816000/?t-id=YgIf8gZPUA_1612249447310&t-referrer_browse_type=search_results&t-referrer_request_id=UyzXEb1c1oE15Vqj&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/30/female_bedspace__bedspace_for__1612018292_aab32691_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/17/female_bedspace__bedspace_for__1608211814_48b46f53_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/17/female_bedspace__bedspace_for__1608211814_252b8703_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/17/female_bedspace__bedspace_for__1608211815_8a25edfe_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/16/female_bedspace__bedspace_for__1610798735_09533f62_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/17/female_bedspace__bedspace_for__1608211815_3f20a8ae_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/17/female_bedspace__bedspace_for__1608211815_8cf60915_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/17/female_bedspace__bedspace_for__1608211815_3ce36946_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/22/female_bedspace__bedspace_for__1608610380_e3d032fa_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/16/female_bedspace__bedspace_for__1610798790_bb4a0ff6_progressive.jpg",description
Male Bedspace Condo Sharing at Flair towers near edsa Pioneer,6000,To inquire pls message in FB: ,Reliance Street,2,1,Metro Manila (NCR),Mandaluyong City,,48,,,,https://www.carousell.ph/p/male-bedspace-condo-sharing-at-flair-towers-near-edsa-pioneer-238460242/?t-id=YgIf8gZPUA_1612249447310&t-referrer_browse_type=search_results&t-referrer_request_id=UyzXEb1c1oE15Vqj&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/11/212550_238460242_a79af7d2.jpg, https://media.karousell.com/media/photos/products/2020/7/26/male_bedspace_condo_sharing_at_1595728733_84c1a85e_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/26/male_bedspace_condo_sharing_at_1595728733_2cd5d70f_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/26/male_bedspace_condo_sharing_at_1595728733_dd693047_progressive.jpg, https://media.karousell.com/media/photos/products/2020/7/26/male_bedspace_condo_sharing_at_1595728733_5f75620e_progressive.jpg",
Female bedspace / bedspace for rent in makati near ayala,3000,"Location: Makati
??Near RCBC, Fire station and Makati Medical
??Near Circuit Mall
??Near Shopwise Makati
??Near Jp Rizal and Kalayaan
??One ride going Makati Ave. And Ayala. 

Non AC Room only.
Inclusions:
??Electricity (Consumable) 
??Water (Consumable) 
??Secured CCTV on hallways. 
??Mattress
??Locker
??Common kitchenette with table, chairs and utensils
??Common CR with shower
??Clothes rack and hangers
??Electric fan in kitchen
??Provision for aircon
??Mirror
??Access to Rooftop - sampayan

??Rules and Regulation implemented for safety. 
??No curfew
??Cooking and washing of clothes are allowed 
??1month advance 1month deposit. 
??Valid Id required. 

3 slots available as of Jan 2021

Other info - Contact: 09496179066 / 09217898483
Or visit us: 3938 Yague St. Makati city",Santa Cruz,,2,New,Metro Manila (NCR),Makati City,1 Bathroom,,50 sqm,,https://www.carousell.ph/p/female-bedspace-bedspace-for-rent-in-makati-near-ayala-1063620032/?t-id=YgIf8gZPUA_1612249447310&t-referrer_browse_type=search_results&t-referrer_request_id=UyzXEb1c1oE15Vqj&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_ed31c92f_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_d7bd54f0_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_77f8c048_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_4c4d6c3f_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_f92e133d_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_d05d799d_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951472_2d4aec0e_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951472_b9eb3061_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951472_402408c1_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951472_1542d57c_progressive",description
Studio Type Residential Apartment For Rent Fully Furnished/BEDSPACE RM,5500,"""Ready for inspection""

Fully Furnished Apartment
Near SM Molino, Vista Mall, and The District
Near to Puregold Molino Town Center (Soon to Open)
Walking distance to Metro South Medical Hospital
Walking distance to Pharmacies, Convenience Store and Eateries
1 Ride to Lawton, MOA, LRT MRT Pasay, Makati and Baclaran via UV Express
Peaceful, Safe and Secured Community
With own Electric and Water Meters 
With Car Slot/Motorcycle Slot
BEDSPACE ROOM for WORKING CLASS LADIES only-P2000 each max 2 single BEDS(inquire),ALSO FURNISHED with,REFRIGERATOR,STEREO CASSETTE,washing machine,electric fan,stove, two STUDIOS are AVAILABLE!ASAP lady BEDSPACERS of SM,PUREGOLD,VISTA MALL or DISTRICT preferred,Max of 3 for SPACERS!Max of two without KIDS for married or WORKING types!


Terms and Conditions:

2 Months Security Deposit + 1 Month Advance
Pay P16,500
CASH to Move In

Please contact my number 09183527408 for inquiries","Block 5 Lot 1 Phase 1 Maryhomes Subdivision, Molino 4",1,1,Calabarzon,Bacoor,,15,,2,,https://www.carousell.ph/p/studio-type-residential-apartment-for-rent-fully-furnished-bedspace-rm-238577424/?t-id=YgIf8gZPUA_1612249447310&t-referrer_browse_type=search_results&t-referrer_request_id=FlsM6lNa-0VSGQIJ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/29/studio_type_residential_apartment_for_rent_fully_furnished_1564405072_47b770bb_progressive.jpg, https://media.karousell.com/media/photos/products/2020/10/20/studio_type_residential_apartm_1603182537_4f8cf3fd_progressive.jpg, https://media.karousell.com/media/photos/products/2020/10/19/studio_type_residential_apartm_1603080533_b7186675_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/31/studio_type_residential_apartm_1609416544_61741eec_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/26/studio_type_residential_apartm_1608980817_165d40a1_progressive.jpg, https://media.karousell.com/media/photos/products/2020/10/20/studio_type_residential_apartm_1603182632_53184aee_progressive.jpg, https://media.karousell.com/media/photos/products/2020/10/20/studio_type_residential_apartm_1603182714_fe6bf9c7_progressive.jpg, https://media.karousell.com/media/photos/products/2020/12/26/studio_type_residential_apartm_1608980817_640fb774_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/29/studio_type_residential_apartm_1593420238_f90c4701_progressive.jpg, https://media.karousell.com/media/photos/products/2020/10/19/studio_type_residential_apartm_1603080533_ad610067_progressive.jpg",
"Room for rent, bedspace,",1500,"bedspace 1500
room solo room 3500
all in
aircon room 2500
with canteen inside and sari sari store

tabi po mismo ng feu morayta manila",morayta,5,5,Metro Manila (NCR),Manila,Sampaloc - Barangay 468,800,,,,https://www.carousell.ph/p/room-for-rent-bedspace-1062755403/?t-id=YgIf8gZPUA_1612249447310&t-referrer_browse_type=search_results&t-referrer_request_id=FlsM6lNa-0VSGQIJ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/1/14/room_for_rent_bedspace_1610641741_422c432a_progressive.jpg,
Woodridge Mckinley Bedspace (air-conditioning),2100,"Looking for a replacement for female roommate in Woodridge Mckinley, PM me for interested. :)

Inclusion: rentals and water
Exclusion: Electricity
Move in : February 2021",Woodridge Mckinley Hills Taguig City,,,Metro Manila (NCR),Taguig,Pinagsama,0,,,,https://www.carousell.ph/p/woodridge-mckinley-bedspace-air-conditioning-1064404240/?t-id=YgIf8gZPUA_1612249447310&t-referrer_browse_type=search_results&t-referrer_request_id=FlsM6lNa-0VSGQIJ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/21/woodridge_mckinley_bedspace_ai_1611247450_030813d6_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/21/woodridge_mckinley_bedspace_ai_1611247450_8ecfec77_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/21/woodridge_mckinley_bedspace_ai_1611247451_4625d6dc_progressive.jpg",
Female bedspace condo sharing mandaluyong city,3500,"Urban deca tower edsa mandaluyong city
Lower bed available

Along edsa bet. Boni & shaw mrt few steps to greenfield district, mrt stations, starmall, sm light,shangrila, megamall & ortigas cbd

Lower bed: +200
Inclusions: furnished w/ new aircon, bed w/ mandaue foam & bedsheet, cabinet & storage box, ref, microwave, multi kettle, rice cooker,, 2seater dining table, utensils & asso dues

Exclusions: water & electricity bill (sharing)
Requirements: 1mon advance & 1mon deposit, 2 valid ids
Terms: 6months",,4,1,Metro Manila (NCR),Pasig City,,15,,,,https://www.carousell.ph/p/female-bedspace-condo-sharing-mandaluyong-city-238878951/?t-id=YgIf8gZPUA_1612249447310&t-referrer_browse_type=search_results&t-referrer_request_id=FlsM6lNa-0VSGQIJ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/12/180334_238878951_9c088619.jpg, https://media.karousell.com/media/photos/products/2019/07/12/180334_238878951_ec14585c.jpg, https://media.karousell.com/media/photos/products/2019/07/12/180334_238878951_6c16c0fe.jpg, https://media.karousell.com/media/photos/products/2019/07/12/180334_238878951_20a3160f.jpg, https://media.karousell.com/media/photos/products/2019/07/12/180334_238878951_20f4153b.jpg, https://media.karousell.com/media/photos/products/2019/07/12/180334_238878951_58dd45f3.jpg",
Room for rent Lady Bedspace,2500,"Address : 452 DV Laurilla St. Pitogo Makati City
Duplex Style Apartment
( 1 apartment with aircon / 1 apartment no aircon)
Rooms : 3, 4, 6 and by 8
2,500 no aircon / free wifi
2,500 PLUS with aircon / free wifi
(electric bill will be divided to all with AC rooms)
For more information please call 09063709158","452 DV Laurilla Street, Pitogo Makati City",5,5,Metro Manila (NCR),Makati City,,110,,,,https://www.carousell.ph/p/room-for-rent-lady-bedspace-1013064908/?t-id=YgIf8gZPUA_1612249447310&t-referrer_browse_type=search_results&t-referrer_request_id=FlsM6lNa-0VSGQIJ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/6/12/room_for_rent_lady_bedspace_1591967546_b97f68b5_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/12/room_for_rent_lady_bedspace_1591967546_4efce06a_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/12/room_for_rent_lady_bedspace_1591967546_14f46e76_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/12/room_for_rent_lady_bedspace_1591967546_a8d39e84_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/12/room_for_rent_lady_bedspace_1591967546_bd6ab3aa_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/12/room_for_rent_lady_bedspace_1591967547_e64ba483_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/12/room_for_rent_lady_bedspace_1591967547_d47a1a55_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/12/room_for_rent_lady_bedspace_1591967547_283db18d_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/12/room_for_rent_lady_bedspace_1591967547_841f4a30_progressive.jpg, https://media.karousell.com/media/photos/products/2020/6/12/room_for_rent_lady_bedspace_1591967547_9d478569_progressive.jpg",
Lady bedspacer paranaque,2800,"Lady bedspacer
1 month deposit
1 month advance

Villanueva village Bgy San dionisio 
Sucat Paranaque 
Across lianas evacom

Minimum stay 2 months

09330850891
09195747953",,1,1,Metro Manila (NCR),Paranaque City,,,,,,https://www.carousell.ph/p/lady-bedspacer-paranaque-238848919/?t-id=YgIf8gZPUA_1612249447310&t-referrer_browse_type=search_results&t-referrer_request_id=FlsM6lNa-0VSGQIJ&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2019/07/12/175337_238848919_c601fa38.jpg,
Aircon Bedspace for Rent Pedro Gil Taft Malate Manila,4500,"Common bedspace (doubledeck):
500/day
3,000/week
4,500/mo

Couple bedspace (or solo room):
600/day
3,600/week
8,500/mo

Max of 6-8 heads PER UNIT only!

Includes:
12hrs Aircon
3 cr
4k worth of electric & water bill per unit (excess divided per head)
? laba underwear
? luto (contribute LPG)
? WIFI
Sariling electric fan

Requirements:
2 Valid ID
Rapid Test
1 Month Advance
1,500 Refundable Deposit (utilities & key)
250.00 (notary fee)

LOCATION: VICTORIA DE MANILA, 1655 Taft Ave., cor PedroGil St., Malate Manila

NOTE: Rental Prices may subject to change w/o prior notice

See video tour here:",,,,Metro Manila (NCR),Manila,Malate - Barangay 696,20,,,,https://www.carousell.ph/p/aircon-bedspace-for-rent-pedro-gil-taft-malate-manila-1061957640/?t-id=S-ca19Agvh_1612249597418&t-referrer_browse_type=search_results&t-referrer_request_id=dA89tA8GhQ7oLL66&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,https://media.karousell.com/media/photos/products/2021/1/17/aircon_bedspace_for_rent_pedro_1610856384_1e0c0ebc_progressive,description
Male Bedspace Condo Sharing Ortigas Rent,5500,"BEDSPACE CONDO SHARING ROOM FOR RENT (MALE Only)

w/ 24 hours security
Airconditioned Room


Terms
- Php 4500 monthly rent

- 1 month advance and 1 months refundable security deposits

Inclusive of the following
- Water Bill
- Drinking Water
- Association Dues
- High Speed Wifi Internet
- Maintenance Cleaning
-w/ appliances: Ref, microwave, rice cooker and kettle.

Electricity is for sharing to all tenants

Free Use of Amenities
- Gym
- Swimming Pool
- Jogging Path
For Reservation & Inquiries:
Mobile # : (0912) 425 7768",,1,1,Metro Manila (NCR),Mandaluyong City,,40,,,,https://www.carousell.ph/p/male-bedspace-condo-sharing-ortigas-rent-238943003/?t-id=S-ca19Agvh_1612249597418&t-referrer_browse_type=search_results&t-referrer_request_id=dA89tA8GhQ7oLL66&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/12/182430_238943003_101a2993.jpg, https://media.karousell.com/media/photos/products/2019/07/12/182430_238943003_02092e53.jpg, https://media.karousell.com/media/photos/products/2019/07/12/182430_238943003_b6ce249f.jpg, https://media.karousell.com/media/photos/products/2019/08/29/male_bedspace_condo_sharing_ortigas_rent_1567072038_48dfbc3c_progressive.jpg, https://media.karousell.com/media/photos/products/2019/08/29/male_bedspace_condo_sharing_ortigas_rent_1567073209_91e70cb1_progressive.jpg",
UP Diliman Male Bedspacer,3000,"WANTED MALE BEDSPACER
For INQUIRIES please call or text KUYA OMAR for scheduled viewing 09258232335 (suncellular#)
Location : Bldg. 18 UP Bliss / just at the back of Jollibee Philcoa along Commonwealth Avenue 
One jeepney ride to UP Campus Diliman and Technohub ","Back of Jollibee Philcoa, Bldg 18 ground floor UP Bliss Brgy. San Vicente Diliman Quezon City ",2,2,Metro Manila (NCR),Quezon City,,120,,,,https://www.carousell.ph/p/up-diliman-male-bedspacer-1000001984/?t-id=S-ca19Agvh_1612249597418&t-referrer_browse_type=search_results&t-referrer_request_id=dA89tA8GhQ7oLL66&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/4/1/up_diliman_male_bedspacer_1585740229_e1a8effd_progressive, https://media.karousell.com/media/photos/products/2020/4/1/up_diliman_male_bedspacer_1585740229_be63c905_progressive, https://media.karousell.com/media/photos/products/2020/4/1/up_diliman_male_bedspacer_1585740229_f75c4539_progressive, https://media.karousell.com/media/photos/products/2020/4/1/up_diliman_male_bedspacer_1585740229_547ea2cb_progressive, https://media.karousell.com/media/photos/products/2021/1/12/up_diliman_male_bedspacer_1610438263_00db8082_progressive.jpg, https://media.karousell.com/media/photos/products/2020/4/1/up_diliman_male_bedspacer_1585740230_7b6e5773_progressive, https://media.karousell.com/media/photos/products/2020/4/1/up_diliman_male_bedspacer_1585740230_3a16d071_progressive, https://media.karousell.com/media/photos/products/2020/4/1/up_diliman_male_bedspacer_1585740230_947af7da_progressive, https://media.karousell.com/media/photos/products/2020/4/1/up_diliman_male_bedspacer_1585740230_d862525a_progressive, https://media.karousell.com/media/photos/products/2020/4/1/up_diliman_male_bedspacer_1585740230_aca9f0a1_progressive",
Bedspace for rent,2500,"Bedspace good for 4 person with own cr and sink ang room. For interested, kindly text 09284483720

Located in decent subdivision",,,,Calabarzon,Imus,Anabu II-F,15,,,,https://www.carousell.ph/p/bedspace-for-rent-1062209684/?t-id=S-ca19Agvh_1612249597418&t-referrer_browse_type=search_results&t-referrer_request_id=dA89tA8GhQ7oLL66&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/12/bedspace_for_rent_1610433462_3570bf49_progressive, https://media.karousell.com/media/photos/products/2021/1/12/bedspace_for_rent_1610433462_f9f3adca_progressive, https://media.karousell.com/media/photos/products/2021/1/12/bedspace_for_rent_1610433462_b3fb4336_progressive",
Female bedspace / bedspace for rent in makati near ayala,3000,"Location: Makati
??Near RCBC, Fire station and Makati Medical
??Near Circuit Mall
??Near Shopwise Makati
??Near Jp Rizal and Kalayaan
??One ride going Makati Ave. And Ayala. 

Non AC Room only.
Inclusions:
??Electricity (Consumable) 
??Water (Consumable) 
??Secured CCTV on hallways. 
??Mattress
??Locker
??Common kitchenette with table, chairs and utensils
??Common CR with shower
??Clothes rack and hangers
??Electric fan in kitchen
??Provision for aircon
??Mirror
??Access to Rooftop - sampayan

??Rules and Regulation implemented for safety. 
??No curfew
??Cooking and washing of clothes are allowed 
??1month advance 1month deposit. 
??Valid Id required. 

3 slots available as of Jan 2021

Other info - Contact: 09496179066 / 09217898483
Or visit us: 3938 Yague St. Makati city",Santa Cruz,,2,New,Metro Manila (NCR),Makati City,1 Bathroom,,50 sqm,,https://www.carousell.ph/p/female-bedspace-bedspace-for-rent-in-makati-near-ayala-1063620032/?t-id=S-ca19Agvh_1612249597418&t-referrer_browse_type=search_results&t-referrer_request_id=dA89tA8GhQ7oLL66&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_ed31c92f_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_d7bd54f0_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_77f8c048_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_4c4d6c3f_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_f92e133d_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951471_d05d799d_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951472_2d4aec0e_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951472_b9eb3061_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951472_402408c1_progressive, https://media.karousell.com/media/photos/products/2021/1/18/female_bedspace__bedspace_for__1610951472_1542d57c_progressive",description
All in Spacious Furnished Bedspace in GMA Kamuning,4500,"Rate inclusive of all utilities ie. electricity with air-con (1 HP), water, 25 mbps optic  fiber internet, common landline, cooking, laundry

Full built in cabinetry for wardrobe, luggage, library study desk and files
With study/work desks,chair, night table, electric fan per bedspacer
Layout allow home office/remote worker set up
Locks for drawers and cabinets
Appliance in room are aircon, table  electric fan per bed, study lamps
Access and use of fully accessorized dining area, two kitchens, living areas, two service/laundry areas, lanai/porch, garden
Room assigned CR with shower heater. Two CRs for boarders.
Additional P 1000 for permanent parking slot if with vehicle (sedan/SUV)
This is a boarding house in a quiet residential neighborhood with open green spaces
1 min. walk to Kamuning Road, 5 min walk to GMA-Kamuning MRT

Requirements:
Full Time Working preferably normal working hours
Minimum 6 months lease
Updated government and employer ID
1 month property deposit
1 month rent advance

Contact:  Gela: 091171369447
                         85299439","#10, 11th Jamboree St.",,2,Metro Manila (NCR),Quezon City,Sacred Heart,150,,,,https://www.carousell.ph/p/all-in-spacious-furnished-bedspace-in-gma-kamuning-1047145937/?t-id=S-ca19Agvh_1612249597418&t-referrer_browse_type=search_results&t-referrer_request_id=zr0dB_bjOpxpeR9S&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/11/6/all_in_furnished_female_bedspa_1604626506_4e90c212_progressive, https://media.karousell.com/media/photos/products/2020/11/6/all_in_furnished_female_bedspa_1604626506_8de5d80f_progressive, https://media.karousell.com/media/photos/products/2020/11/6/all_in_furnished_female_bedspa_1604626506_37245e82_progressive, https://media.karousell.com/media/photos/products/2020/11/6/all_in_furnished_female_bedspa_1604626506_2053603d_progressive, https://media.karousell.com/media/photos/products/2020/11/6/all_in_furnished_female_bedspa_1604626506_c5428564_progressive, https://media.karousell.com/media/photos/products/2020/11/6/all_in_furnished_female_bedspa_1604626507_1883b5e8_progressive, https://media.karousell.com/media/photos/products/2020/11/6/all_in_furnished_female_bedspa_1604626507_d37f225a_progressive, https://media.karousell.com/media/photos/products/2020/11/6/all_in_furnished_female_bedspa_1604626507_05cd3aab_progressive, https://media.karousell.com/media/photos/products/2020/11/6/all_in_furnished_female_bedspa_1604626507_6ccf2e4b_progressive, https://media.karousell.com/media/photos/products/2020/11/6/all_in_furnished_female_bedspa_1604626507_8446c860_progressive",
BEDSPACE,3500,"MALE BEDSPACE@ 3500 RATE
AC ROOM /6 PAX

LOCATION: Praise condominium santillan street pio del pilar, infront of walter mart ,beside eurotel makati city

INCLUSIONS

??WATER
??REF
??KETTLE
??FOAM&BED
??SHARING BUILT IN CABINET
??HEATER
??ELECTRICFAN
??FREE TO WASH
??24 HRS SECURITY
??NO CURFEW

??EXCLUSIVE OF ELECTRICITY

2 VALID ID'S 
JUST CALL OR TXT 09383598925",santillan st,1,1,Metro Manila (NCR),Makati City,Pio Del Pilar,605,,0,Yes,https://www.carousell.ph/p/bedspace-1062729366/?t-id=S-ca19Agvh_1612249597418&t-referrer_browse_type=search_results&t-referrer_request_id=zr0dB_bjOpxpeR9S&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635191_e915f76d_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635191_2fa2ac99_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635191_e3c73e8f_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635191_3e7dfad7_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635192_d6ff9ae5_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635192_b74d120c_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/14/bedspace_1610635192_bb356ef3_progressive.jpg",description
